Source feature	Target feature	Weight	Dependency
SAHUL014	SAHUL011	0.841807556662002	0.158192443337998
SAHUL055	SAHUL018	0.917648219885111	0.082351780114889
SAHUL154	SAHUL034	0.861445149189844	0.138554850810156
SAHUL154	SAHUL118	0.715781828148955	0.284218171851045
SAHUL2.6.09b	SAHUL157	0.855095752039114	0.144904247960886
SAHUL2.6.09b	SAHUL065	0.36336273830309	0.63663726169691
SAHUL065	SAHUL096	0.815379261750149	0.184620738249851
SAHUL065	SAHUL2.6.09a	2.22044604925031e-16	1
SAHUL065	SAHUL066	0.845929794735449	0.154070205264551
SAHUL065	SAHUL061	0.875168478089537	0.124831521910463
SAHUL065	SAHUL004	0.8942733680665	0.1057266319335
SAHUL015	SAHUL014	0.916162837143627	0.083837162856373
SAHUL015	SAHUL159	0.893864024731878	0.106135975268122
SAHUL015	SAHUL013	0.756380653299907	0.243619346700093
SAHUL021	SAHUL142	0.848697930353835	0.151302069646165
SAHUL002	SAHUL019	0.799372516518684	0.200627483481316
SAHUL069	SAHUL068	0.635914202309129	0.364085797690871
SAHUL145	SAHUL026	0.321407767554639	0.678592232445361
SAHUL145	SAHUL141	0.86142790482683	0.13857209517317
SAHUL145	SAHUL043	0.820269500711096	0.179730499288904
SAHUL145	SAHUL007	0.86142790482683	0.13857209517317
SAHUL026	SAHUL1.1.02	0.850095004747914	0.149904995252086
SAHUL026	SAHUL009	0.652373504184775	0.347626495815225
SAHUL026	SAHUL136	0.888313376445107	0.111686623554893
SAHUL026	SAHUL003	0.624182244499451	0.375817755500549
SAHUL083	SAHUL069	0.751125764603264	0.248874235396736
SAHUL083	SAHUL082	0.439535892658873	0.560464107341127
SAHUL083	SAHUL084	0.645214918261002	0.354785081738998
SAHUL083	SAHUL085	0.772063593935629	0.227936406064371
SAHUL083	SAHUL033	0.809182663966687	0.190817336033313
SAHUL068	SAHUL123	0.79743211563096	0.20256788436904
SAHUL068	SAHUL107	0.89276232880039	0.10723767119961
SAHUL082	SAHUL4.3.08a	0.879017017402828	0.120982982597172
SAHUL084	SAHUL160	0.913227004399206	0.086772995600794
SAHUL084	SAHUL109	0.9817939904148	0.018206009585200002
SAHUL085	SAHUL3.1.03	0.890024409331151	0.109975590668849
SAHUL016	SAHUL1.1.12	0.84890488059629	0.15109511940371
SAHUL019	SAHUL2.5.07	0.869752562477681	0.130247437522319
SAHUL019	SAHUL072	0.823411828621896	0.176588171378104
SAHUL079	SAHUL010	0.874734880347634	0.125265119652366
SAHUL140	SAHUL128	0.868859572764102	0.131140427235898
SAHUL150	SAHUL104	0.855355265927849	0.144644734072151
SAHUL150	SAHUL115	0.858387377755103	0.141612622244897
SAHUL150	SAHUL151	0.471510388346999	0.528489611653001
SAHUL022	SAHUL020	0.747203316005198	0.252796683994802
SAHUL130	SAHUL4.1.02	0.0683479240505275	0.931652075949473
SAHUL130	SAHUL4.1.01	2.22044604925031e-16	1
SAHUL130	SAHUL131	0.306402847661846	0.693597152338154
SAHUL152	SAHUL129	0.76229420469786	0.23770579530214
SAHUL067	SAHUL127	0.905368994247166	0.094631005752834
SAHUL067	SAHUL124	0.83541818068003	0.16458181931997
SAHUL067	SAHUL049	0.862889792306271	0.137110207693729
SAHUL067	SAHUL120	0.904019692271722	0.095980307728278
SAHUL067	SAHUL119	0.860404588599502	0.139595411400498
SAHUL067	SAHUL4.3.05a	0.617215614632433	0.382784385367567
SAHUL067	SAHUL027	0.788453132636315	0.211546867363685
SAHUL067	SAHUL126	0.572887875757186	0.427112124242814
SAHUL067	SAHUL2.7.03a	2.22044604925031e-16	1
SAHUL067	SAHUL015	0.746383609830987	0.253616390169013
SAHUL067	SAHUL2.7.03b	0.121292308599999	0.878707691400001
SAHUL067	SAHUL083	0.722473275712883	0.277526724287117
SAHUL067	SAHUL150	0.66999597436153	0.33000402563847
SAHUL067	SAHUL029	0.671544694094739	0.328455305905261
SAHUL067	SAHUL2.7.01	0.35163447279079	0.64836552720921
SAHUL067	SAHUL2.7.02	0.234720940995323	0.765279059004677
SAHUL067	SAHUL086	0.889865087562064	0.110134912437936
SAHUL067	SAHUL117	0.891193372770098	0.108806627229902
SAHUL067	SAHUL036	0.898474976006684	0.101525023993316
SAHUL151	SAHUL079	0.796657148252275	0.203342851747725
SAHUL151	SAHUL089	0.823700680347986	0.176299319652014
SAHUL151	SAHUL090	0.815473640820865	0.184526359179135
SAHUL109	SAHUL100	0.754254559119848	0.245745440880152
SAHUL155	SAHUL113	0.534779971370686	0.465220028629314
SAHUL009	SAHUL114	0.871054190727169	0.128945809272831
SAHUL039	SAHUL098	0.790875218182483	0.209124781817517
SAHUL105	SAHUL106	0.680209052156804	0.319790947843196
SAHUL105	SAHUL094	0.843587565645964	0.156412434354036
SAHUL2.7.01	SAHUL147	0.850072604524344	0.149927395475656
SAHUL2.7.01	SAHUL081	0.801491954799131	0.198508045200869
SAHUL2.7.01	SAHUL152	0.763672149755121	0.236327850244879
SAHUL2.7.01	SAHUL155	0.808634245741178	0.191365754258822
SAHUL2.7.01	SAHUL132	0.713468769855953	0.286531230144047
SAHUL2.5.08	SAHUL058	0.731901710105004	0.268098289894996
SAHUL013	SAHUL016	0.65424087220779	0.34575912779221
SAHUL058	SAHUL140	0.902285482502046	0.097714517497954
SAHUL058	SAHUL006	0.897861028505209	0.102138971494791
SAHUL2.6.01	SAHUL059	0.322017907171161	0.677982092828839
SAHUL2.6.01	SAHUL060	0.639177086891114	0.360822913108886
SAHUL2.6.01	SAHUL064	0.725451002795417	0.274548997204583
SAHUL3.1.03	SAHUL087	0.949247422694744	0.050752577305256
SAHUL3.1.03	SAHUL101	0.483915850179481	0.516084149820519
SAHUL132	SAHUL133	0.684639411195503	0.315360588804497
SAHUL133	SAHUL2.6.09b	0.770117387904372	0.229882612095628
SAHUL133	SAHUL022	0.827247586903949	0.172752413096051
SAHUL133	SAHUL105	0.853292333213608	0.146707666786392
SAHUL133	SAHUL099	0.799071621649872	0.200928378350128
SAHUL133	SAHUL028	0.738917428817794	0.261082571182206
SAHUL138	SAHUL048	0.879554430688776	0.120445569311224
SAHUL103	SAHUL012	0.929696628651046	0.070303371348954
SAHUL066	SAHUL2.6.01	0.90599862569461	0.09400137430539
SAHUL131	SAHUL035	0.903264355553874	0.096735644446126
SAHUL100	SAHUL3.5.02	0.672424932885798	0.327575067114202
SAHUL100	SAHUL102	0.704012084810524	0.295987915189476
SAHUL043	SAHUL044	0.717873859262962	0.282126140737038
SAHUL111	SAHUL110	0.837366032052246	0.162633967947754
SAHUL044	SAHUL039	0.707294456337229	0.292705543662771
SAHUL044	SAHUL042	0.707039924478547	0.292960075521453
SAHUL093	SAHUL037	0.92637489492347	0.07362510507653
SAHUL094	SAHUL156	0.716035207359518	0.283964792640482
SAHUL094	SAHUL103	0.888309832965915	0.111690167034085
SAHUL020	SAHUL021	0.804772967990799	0.195227032009201
SAHUL020	SAHUL023	0.811998940075575	0.188001059924425
SAHUL089	SAHUL146	0.889848240528993	0.110151759471007
SAHUL089	SAHUL091	0.416469180106484	0.583530819893516
SAHUL090	SAHUL080	0.865733405000445	0.134266594999555
SAHUL090	SAHUL092	0.311633459920748	0.688366540079252
SAHUL072	SAHUL078	0.907848844941699	0.092151155058301
SAHUL050	SAHUL030	0.559504929005216	0.440495070994784
SAHUL061	SAHUL062	0.894900842090701	0.105099157909299
SAHUL064	SAHUL093	0.924013786538455	0.075986213461545
SAHUL030	SAHUL055	0.557184823315509	0.442815176684491
SAHUL028	SAHUL2.5.08	0.838175866593883	0.161824133406117
SAHUL007	SAHUL031	0.93017072712824	0.06982927287176
SAHUL003	SAHUL002	0.746709209130683	0.253290790869317
