Source feature	Target feature	Weight	Dependency
SAHUL130	SAHUL131	0.228220885853106	0.771779114146894
SAHUL067	SAHUL049	0.606528456285708	0.393471543714292
SAHUL067	SAHUL2.7.03a	2.22044604925031e-16	1
SAHUL067	SAHUL2.7.03b	2.22044604925031e-16	1
SAHUL067	SAHUL110	0.323901583065705	0.676098416934295
SAHUL067	SAHUL037	0.726872565656391	0.273127434343609
SAHUL067	SAHUL016	0.459230462015563	0.540769537984437
SAHUL067	SAHUL2.7.02	0.13489755158076	0.86510244841924
SAHUL067	SAHUL1.1.12	0.382082818796749	0.617917181203251
SAHUL067	SAHUL136	0.719895810268866	0.280104189731134
SAHUL067	SAHUL033	0.63164692529761	0.36835307470239
SAHUL031	SAHUL069	0.55098420242158	0.44901579757842
SAHUL031	SAHUL029	2.22044604925031e-16	1
SAHUL118	SAHUL010	0.621621326558316	0.378378673441684
SAHUL155	SAHUL029	2.22044604925031e-16	1
SAHUL155	SAHUL113	0.451562896117089	0.548437103882911
SAHUL4.1.02	SAHUL029	2.22044604925031e-16	1
SAHUL105	SAHUL4.3.08	0.711068048526543	0.288931951473457
SAHUL105	SAHUL106	0.589233515245537	0.410766484754463
SAHUL2.5.08	SAHUL047	0.637140883183099	0.362859116816901
SAHUL2.5.08	SAHUL058	0.586484274168018	0.413515725831982
SAHUL2.6.01	SAHUL059	0.377366205798558	0.622633794201442
SAHUL2.6.01	SAHUL060	0.537174435273309	0.462825564726691
SAHUL086	SAHUL120	0.685799526846134	0.314200473153866
SAHUL086	SAHUL119	0.763214685964782	0.236785314035218
SAHUL086	SAHUL148	0.457382999451754	0.542617000548246
SAHUL086	SAHUL145	0.470557278920558	0.529442721079442
SAHUL087	SAHUL143	0.66795227750152	0.33204772249848
SAHUL087	SAHUL018	0.758886146821616	0.241113853178384
SAHUL087	SAHUL3.1.03	0.732184087765489	0.267815912234511
SAHUL087	SAHUL017	0.762093006866968	0.237906993133032
SAHUL3.1.03	SAHUL101	0.390360129603934	0.609639870396066
SAHUL113	SAHUL115	0.674189021339307	0.325810978660693
SAHUL132	SAHUL014	0.694418809734937	0.305581190265063
SAHUL132	SAHUL108	0.725414696373875	0.274585303626125
SAHUL132	SAHUL022	0.687581088699509	0.312418911300491
SAHUL132	SAHUL133	0.183727089893252	0.816272910106748
SAHUL137	SAHUL035	0.684752434380174	0.315247565619826
SAHUL100	SAHUL102	0.586978574634006	0.413021425365994
SAHUL093	SAHUL103	0.764383384781824	0.235616615218176
SAHUL089	SAHUL091	0.486935601052093	0.513064398947907
SAHUL090	SAHUL092	0.238527049202403	0.761472950797597
SAHUL036	SAHUL125	0.586128840792348	0.413871159207652
SAHUL050	SAHUL030	0.390419994876477	0.609580005123523
SAHUL062	SAHUL064	0.742894485899177	0.257105514100823
SAHUL064	SAHUL061	0.700061411288943	0.299938588711057
SAHUL030	SAHUL055	0.299291111124365	0.700708888875635
SAHUL006	SAHUL029	2.22044604925031e-16	1
SAHUL006	SAHUL039	2.22044604925031e-16	1
SAHUL028	SAHUL029	2.22044604925031e-16	1
