Source feature	Target feature	Weight	Dependency
SAHUL3.7.07	SAHUL085	2.22044604925031e-16	1
SAHUL3.7.07	SAHUL104	2.22044604925031e-16	1
SAHUL3.7.07	SAHUL2.6.01	2.22044604925031e-16	1
SAHUL3.7.07	SAHUL4.3.08a	2.22044604925031e-16	1
SAHUL4.3.06	SAHUL104	2.22044604925031e-16	1
SAHUL4.3.07	SAHUL4.5.04	2.22044604925031e-16	1
SAHUL4.3.08	SAHUL2.4.10	2.22044604925031e-16	1
SAHUL4.3.08	SAHUL2.5.11	2.22044604925031e-16	1
SAHUL4.3.09	SAHUL040	2.22044604925031e-16	1
SAHUL4.3.09	SAHUL104	2.22044604925031e-16	1
SAHUL4.3.09	SAHUL4.3.09a	2.22044604925031e-16	1
SAHUL4.3.09b	SAHUL080	0.430431361716358	0.569568638283642
SAHUL4.3.09c	SAHUL3.3.14	2.22044604925031e-16	1
SAHUL4.3.10	SAHUL064	-2.44249065417534e-15	1
SAHUL4.4.04	SAHUL021	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL033	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL047	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL059	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL081	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL085	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL104	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL2.5.07	2.22044604925031e-16	1
SAHUL4.4.04	SAHUL2.6.01	2.22044604925031e-16	1
SAHUL4.5.01	SAHUL021	2.22044604925031e-16	1
SAHUL4.5.01	SAHUL037	2.22044604925031e-16	1
SAHUL4.5.01	SAHUL048	2.22044604925031e-16	1
SAHUL4.5.01	SAHUL085	2.22044604925031e-16	1
SAHUL4.5.01	SAHUL104	2.22044604925031e-16	1
SAHUL4.5.01	SAHUL2.6.09b	2.22044604925031e-16	1
SAHUL4.5.02	SAHUL074	0.33349035015044	0.66650964984956
SAHUL4.5.04	SAHUL008	2.22044604925031e-16	1
SAHUL4.5.04	SAHUL121	2.22044604925031e-16	1
SAHUL5.1.02	SAHUL115	0.344360937770434	0.655639062229566
SAHUL5.1.02	SAHUL121	2.22044604925031e-16	1
SAHUL5.1.02	SAHUL144	2.22044604925031e-16	1
SAHUL5.1.02	SAHUL158	2.22044604925031e-16	1
SAHUL5.1.02	SAHUL2.8.06	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL036	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL058	0.416663901606003	0.583336098393997
SAHUL5.1.03	SAHUL076	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL081	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL145	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL147	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL2.4.01	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL3.2.06	2.99760216648792e-15	0.999999999999997
SAHUL5.1.03	SAHUL3.3.04	2.22044604925031e-16	1
SAHUL5.1.03	SAHUL4.3.11	2.22044604925031e-16	1
SAHUL5.1.04	SAHUL012	2.22044604925031e-16	1
SAHUL5.1.04	SAHUL036	2.22044604925031e-16	1
SAHUL5.1.04	SAHUL2.4.01	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL015	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL018	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL025	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL027	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL043	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL066	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL089	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL091	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL096	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL110	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL126	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL138	0.407836178068269	0.592163821931731
SAHUL5.1.05	SAHUL2.1.05b	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL2.1.05d	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL3.3.19	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL3.7.04	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL4.3.08	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL4.3.09	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL4.3.09a	2.22044604925031e-16	1
SAHUL5.1.05	SAHUL4.3.10	2.22044604925031e-16	1
SAHUL5.1.06	SAHUL107	2.22044604925031e-16	1
SAHUL5.1.06	SAHUL159	2.22044604925031e-16	1
SAHUL5.1.06	SAHUL2.1.04	2.22044604925031e-16	1
SAHUL5.1.06	SAHUL4.3.10	2.22044604925031e-16	1
SAHUL5.2.01	SAHUL009	2.22044604925031e-16	1
SAHUL5.2.01	SAHUL038	2.22044604925031e-16	1
SAHUL5.2.01	SAHUL135	2.22044604925031e-16	1
SAHUL5.2.02	SAHUL151	2.22044604925031e-16	1
SAHUL5.2.05	SAHUL041	2.22044604925031e-16	1
SAHUL5.2.06	SAHUL042	2.22044604925031e-16	1
SAHUL5.2.06	SAHUL082	0.445611430921919	0.554388569078081
SAHUL5.2.06	SAHUL102	0.459927066841273	0.540072933158727
SAHUL5.2.06	SAHUL125	2.22044604925031e-16	1
SAHUL5.2.06	SAHUL129	2.22044604925031e-16	1
SAHUL5.2.06	SAHUL150	2.22044604925031e-16	1
